text,sentiment,intent
That's a relief about my shoulder pain. It's getting better now.,Reassured,Confirming improvement
I'm glad the rest is working for my knee pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my stiffness. Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
That's a relief about my back pain. It's getting better now.,Reassured,Confirming improvement
My nausea has been bothering me for a week.,Neutral,Reporting symptoms
The shoulder pain comes and goes. It's getting better now.,Neutral,Confirming improvement
The nausea comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the rest won't help my neck pain. Do you think it'll get better?,Anxious,Seeking reassurance
I had surgery for my trouble sleeping last month. It's getting better now.,Neutral,Confirming improvement
I'm glad the painkillers is working for my trouble sleeping. It's getting better now.,Reassured,Confirming improvement
What if this fatigue never goes away? I'm concerned about how it affects my daily life.,Anxious,Expressing concern
What if this fatigue never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the surgery for my fatigue.,Reassured,Reporting symptoms
I feel much better after the acupuncture for my nausea. Do you think it'll get better?,Reassured,Seeking reassurance
I had massage for my knee pain last month.,Neutral,Reporting symptoms
I'm really worried about my trouble sleeping. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
The trouble sleeping comes and goes.,Neutral,Reporting symptoms
I'm glad the massage is working for my trouble sleeping.,Reassured,Reporting symptoms
That's a relief about my back pain. It's getting better now.,Reassured,Confirming improvement
I feel much better after the X-ray for my headache.,Reassured,Reporting symptoms
I'm glad the physiotherapy is working for my fatigue. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my headache. It's getting better now.,Anxious,Confirming improvement
That's a relief about my back pain.,Reassured,Reporting symptoms
The neck pain comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
The knee pain comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm glad the rest is working for my headache. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
My back pain has been bothering me for a week.,Neutral,Reporting symptoms
I'm really worried about my stiffness. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm scared the X-ray won't help my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
The stiffness comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
My back pain has been bothering me for a week. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm glad the X-ray is working for my fatigue.,Reassured,Reporting symptoms
I'm really worried about my nausea.,Anxious,Reporting symptoms
My neck pain has been bothering me for a week.,Neutral,Reporting symptoms
That's a relief about my back pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
The neck pain comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
I'm scared the massage won't help my headache. It's getting better now.,Anxious,Confirming improvement
The trouble sleeping comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
What if this fatigue never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
The stiffness comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
What if this nausea never goes away? It's getting better now.,Anxious,Confirming improvement
The knee pain comes and goes. It's getting better now.,Neutral,Confirming improvement
I feel much better after the physiotherapy for my headache. It's getting better now.,Reassured,Confirming improvement
What if this shoulder pain never goes away? It's getting better now.,Anxious,Confirming improvement
My trouble sleeping has been bothering me for a week. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I had exercises for my shoulder pain last month. Do you think it'll get better?,Neutral,Seeking reassurance
What if this trouble sleeping never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
That's a relief about my headache. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
That's a relief about my knee pain.,Reassured,Reporting symptoms
What if this neck pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
My nausea has been bothering me for a week.,Neutral,Reporting symptoms
I'm scared the massage won't help my fatigue. It's getting better now.,Anxious,Confirming improvement
The headache comes and goes. It's getting better now.,Neutral,Confirming improvement
That's a relief about my knee pain. It's getting better now.,Reassured,Confirming improvement
I'm glad the massage is working for my stiffness. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
That's a relief about my fatigue. It's getting better now.,Reassured,Confirming improvement
That's a relief about my back pain.,Reassured,Reporting symptoms
I'm glad the massage is working for my dizziness. It's getting better now.,Reassured,Confirming improvement
That's a relief about my back pain. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my fatigue. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I had X-ray for my fatigue last month. Do you think it'll get better?,Neutral,Seeking reassurance
What if this back pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my trouble sleeping. Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the painkillers for my dizziness. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my shoulder pain. It's getting better now.,Anxious,Confirming improvement
The fatigue comes and goes. It's getting better now.,Neutral,Confirming improvement
That's a relief about my stiffness. It's getting better now.,Reassured,Confirming improvement
I had painkillers for my stiffness last month. Do you think it'll get better?,Neutral,Seeking reassurance
The headache comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I had rest for my dizziness last month.,Neutral,Reporting symptoms
I'm scared the rest won't help my nausea. Do you think it'll get better?,Anxious,Seeking reassurance
